.HEADER
..NAMES
Frequency,vout/dbMag
..UNITS
Hz,Magnitude(dB)
..DATATYPES
double,double
..WAVEFORM_TYPES
-,analog
..AXIS_SPACING
log
.DATA
time,gain
4677.351412871943,13.133223405815865
4786.300923226343,13.561297381803962
4897.788193684421,13.852556095278102
5011.8723362726805,13.976349865963096
5128.613839913605,13.918199435460274
5248.074602497681,13.68501984407406
5370.3179637024805,13.302566481659255
5495.408738576198,12.806883364167739
5623.413251903441,12.234979415429596
5754.399373371519,11.618665692579004
5888.436553555838,10.98223714566987
6025.595860743524,10.342735334681084
6165.950018614767,9.711324197113116
6309.573444801877,9.094846509752818
6456.542290346499,8.497154476145248
6606.934480075902,7.920114624786983
6760.829753919757,7.364317797552772
6918.309709189302,6.829561484435219
7079.457843841315,6.315169441086798
7244.3596007498345,5.820199756540338
7413.102413009108,5.3435782516930255
7585.775750291769,4.884182601096443
7762.471166286848,4.440894231041694
7943.282347242743,4.012629291195161
8128.305161640919,3.598356129362578
8317.637711026635,3.1971041364865584
8511.380382023688,2.8079671431011493
8709.635899560728,2.4301034424894086
8912.509381337373,2.0627337906523353
9120.108393559014,1.7051382574918776
9332.543007969825,1.3566524912759028
9549.925860214273,1.0166637532880538
9772.372209558016,0.6846069448686202
9999.999999999907,0.3599607608064802
10232.929922807445,0.04224404548773008
10471.285480508897,-0.2689876090375298
10715.193052375964,-0.5741450077005161
10964.781961431749,-0.8736082392914829
11220.18454301953,-1.1677293141031468
11481.536214968719,-1.4568345660266064
11748.975549395183,-1.741226835427186
12022.644346174015,-2.0211874501542115
12302.687708123698,-2.2969780220512677
12589.254117941551,-2.5688420757302906
12882.495516931214,-2.8370065254172734
13182.567385563943,-3.101683014542037
13489.628825916405,-3.36306913154027
13803.842646028714,-3.6213495141333287
14125.375446227405,-3.8766968531924455
14454.397707459133,-4.1292728062034545
14791.083881681929,-4.379228829338679
15135.612484361933,-4.6267069362178725
15488.16618912466,-4.871840390601179
15848.931924610977,-5.114754339499248
16218.100973589138,-5.35556639250499
16595.86907437544,-5.59438715254171
16982.436524617275,-5.8313207026773455
17378.00828749358,-6.066465053168054
17782.794100389052,-6.299912552461267
18197.00858609965,-6.531750265501874
18620.871366628486,-6.762060322341433
19054.607179632276,-6.990920239744091
19498.445997580253,-7.218403218210106
19952.62314968859,-7.444578416594754
20417.37944669508,-7.669511206283808
20892.961308540176,-7.893263406693495
21379.620895022097,-8.115893503690192
21877.616239495295,-8.33745685237107
22387.21138568316,-8.558005865509099
22908.67652767749,-8.777590188842261
23442.288153198973,-8.996256864276685
23988.32919019465,-9.2140504819739
24547.08915685004,-9.43101332220386
25118.864315095532,-9.647185487765318
25703.95782768836,-9.8626050277032
26302.679918953534,-10.077308052988178
26915.348039268865,-10.291328844765037
27542.287033381363,-10.504699955724197
28183.82931264423,-10.71745230510284
28840.31503126574,-10.929615267779559
29512.09226666353,-11.141216757887266
30199.517204019827,-11.352283307334092
30902.954325135564,-11.56284013959008
31622.776601683443,-11.772911239068304
32359.365692962467,-11.982519416403026
33113.11214825874,-12.19168636990333
33884.415613919875,-12.400432743438884
34673.68504525277,-12.608778180994765
35481.33892335714,-12.816741378114012
36307.80547700972,-13.024340130429998
37153.522909716834,-13.231591379475795
38018.939632055684,-13.438511255943556
38904.51449942761,-13.645115120554529
39810.71705534926,-13.85141760268859
40738.0277804108,-14.057432636911441
41686.93834703305,-14.26317349752801
42657.95188015876,-14.468652831281464
43651.583224016074,-14.673882688308986
44668.35921509578,-14.87887455145785
45708.818961486955,-15.083639364058362
46773.51412871926,-15.288187556243692
47863.00923226326,-15.492529069900582
48977.88193684403,-15.696673382329577
50118.723362726625,-15.900629528688116
51286.13839913586,-16.10440612328516
52480.746024976615,-16.30801137979178
53703.17963702461,-16.511453130427753
54954.08738576178,-16.714738844180825
56234.13251903421,-16.9178756441115
57543.99373371498,-17.120870323793156
58884.365535558165,-17.323729362934053
60255.95860743502,-17.526458942225272
61659.500186147445,-17.72906495745577
63095.734448018535,-17.931553032933312
64565.422903464736,-18.133928534247957
66069.34480075877,-18.336196580412327
67608.29753919732,-18.53836205541128
69183.09709189278,-18.740429619191378
70794.5784384129,-18.94240371811907
72443.59600749808,-19.144288594934835
74131.02413009081,-19.34608829822881
75857.7575029174,-19.54780669146234
77624.71166286818,-19.749447461558255
79432.82347242713,-19.95101412708156
81283.05161640888,-20.152510046031065
83176.37711026602,-20.35393842326124
85113.80382023654,-20.555302317552766
87096.35899560693,-20.756604648348993
89125.0938133734,-20.957848202174905
91201.0839355898,-21.159035638754023
93325.4300796979,-21.36016949683805
95499.25860214236,-21.56125219976337
97723.7220955798,-21.762286060747424
100000.0,-21.96327328793776

